Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
100% Corpus,4,0.01,symmetric,0.272242289,-8.225033592
100% Corpus,4,0.31,0.01,0.269613005,-12.16579457
100% Corpus,4,0.31,0.31,0.271289557,-8.233281677
100% Corpus,4,0.31,0.61,0.259362676,-8.266146201
100% Corpus,4,0.31,0.91,0.286954648,-8.29304966
100% Corpus,4,0.31,symmetric,0.271175941,-8.227523908
100% Corpus,4,0.61,0.01,0.271491832,-12.17581028
100% Corpus,4,0.61,0.31,0.269380932,-8.242881526
100% Corpus,4,0.61,0.61,0.25848411,-8.274235045
100% Corpus,4,0.61,0.91,0.277119851,-8.301890892
100% Corpus,4,0.61,symmetric,0.269380932,-8.2367498
100% Corpus,4,0.91,0.01,0.271491832,-12.16167097
100% Corpus,4,0.91,0.31,0.269380932,-8.248735612
100% Corpus,4,0.91,0.61,0.263967873,-8.282605434
100% Corpus,4,0.91,0.91,0.259480256,-8.310330634
100% Corpus,4,0.91,symmetric,0.270978451,-8.243578248
100% Corpus,4,symmetric,0.01,0.269814818,-12.18505671
100% Corpus,4,symmetric,0.31,0.269544773,-8.231930939
100% Corpus,4,symmetric,0.61,0.259362676,-8.265352221
100% Corpus,4,symmetric,0.91,0.287403776,-8.297119203
100% Corpus,4,symmetric,symmetric,0.271629354,-8.22596587
100% Corpus,4,asymmetric,0.01,0.269076929,-12.53950044
100% Corpus,4,asymmetric,0.31,0.26958311,-8.227093276
100% Corpus,4,asymmetric,0.61,0.268311383,-8.257375353
100% Corpus,4,asymmetric,0.91,0.269255533,-8.284942638
100% Corpus,4,asymmetric,symmetric,0.270268299,-8.221813209
100% Corpus,5,0.01,0.01,0.265934267,-12.80806514
100% Corpus,5,0.01,0.31,0.264925197,-8.22729118
100% Corpus,5,0.01,0.61,0.257730318,-8.259327933
100% Corpus,5,0.01,0.91,0.347375539,-8.283232647
100% Corpus,5,0.01,symmetric,0.267576118,-8.223063827
100% Corpus,5,0.31,0.01,0.266467481,-12.77883399
100% Corpus,5,0.31,0.31,0.268115726,-8.23658936
100% Corpus,5,0.31,0.61,0.267051063,-8.272172577
100% Corpus,5,0.31,0.91,0.352383753,-8.294409023
100% Corpus,5,0.31,symmetric,0.268443522,-8.233769004
100% Corpus,5,0.61,0.01,0.268529369,-12.47372851
100% Corpus,5,0.61,0.31,0.268858555,-8.242840868
100% Corpus,5,0.61,0.61,0.265925912,-8.29422813
100% Corpus,5,0.61,0.91,0.336671654,-8.308740419
100% Corpus,5,0.61,symmetric,0.270315853,-8.230110994
100% Corpus,5,0.91,0.01,0.26865269,-12.14760055
100% Corpus,5,0.91,0.31,0.269836854,-8.249736514
100% Corpus,5,0.91,0.61,0.263519355,-8.289899489
100% Corpus,5,0.91,0.91,0.339063012,-8.31970867
100% Corpus,5,0.91,symmetric,0.269480474,-8.237623832
100% Corpus,5,symmetric,0.01,0.266467481,-12.44581284
100% Corpus,5,symmetric,0.31,0.267100451,-8.227861191
100% Corpus,5,symmetric,0.61,0.264413486,-8.262833268
100% Corpus,5,symmetric,0.91,0.331183792,-8.290286558
100% Corpus,5,symmetric,symmetric,0.270502778,-8.216716123
100% Corpus,5,asymmetric,0.01,0.266198494,-12.79785737
100% Corpus,5,asymmetric,0.31,0.266394345,-8.222688959
100% Corpus,5,asymmetric,0.61,0.293968417,-8.25481995
100% Corpus,5,asymmetric,0.91,0.357736178,-8.284275552
100% Corpus,5,asymmetric,symmetric,0.264626134,-8.216011057
100% Corpus,6,0.01,0.01,0.269040491,-12.18629718
100% Corpus,6,0.01,0.31,0.263001341,-8.217527771
100% Corpus,6,0.01,0.61,0.280577353,-8.255998092
100% Corpus,6,0.01,0.91,0.365318767,-8.289847668
100% Corpus,6,0.01,symmetric,0.265569547,-8.218568752
100% Corpus,6,0.31,0.01,0.267094071,-12.16284806
100% Corpus,6,0.31,0.31,0.264516811,-8.22799453
100% Corpus,6,0.31,0.61,0.286039886,-8.271082677
100% Corpus,6,0.31,0.91,0.349551504,-8.305416234
100% Corpus,6,0.31,symmetric,0.269296971,-8.223201657
100% Corpus,6,0.61,0.01,0.268012095,-12.46785958
100% Corpus,6,0.61,0.31,0.263140554,-8.243483035
100% Corpus,6,0.61,0.61,0.272993259,-8.286625711
100% Corpus,6,0.61,0.91,0.337646633,-8.320139031
100% Corpus,6,0.61,symmetric,0.269693284,-8.231090265
100% Corpus,6,0.91,0.01,0.268731346,-12.48400353
100% Corpus,6,0.91,0.31,0.267286628,-8.254172404
100% Corpus,6,0.91,0.61,0.269945924,-8.298511449
100% Corpus,6,0.91,0.91,0.323620975,-8.332635951
100% Corpus,6,0.91,symmetric,0.267385321,-8.241199291
100% Corpus,6,symmetric,0.01,0.267290124,-12.10908233
100% Corpus,6,symmetric,0.31,0.267389417,-8.221152611
100% Corpus,6,symmetric,0.61,0.297796018,-8.26280231
100% Corpus,6,symmetric,0.91,0.357137404,-8.292992037
100% Corpus,6,symmetric,symmetric,0.266551088,-8.225358345
100% Corpus,6,asymmetric,0.01,0.269396193,-12.76902541
100% Corpus,6,asymmetric,0.31,0.264852351,-8.215472148
100% Corpus,6,asymmetric,0.61,0.300340402,-8.253833777
100% Corpus,6,asymmetric,0.91,0.376477263,-8.285982568
100% Corpus,6,asymmetric,symmetric,0.262766558,-8.214381047
100% Corpus,7,0.01,0.01,0.264047257,-12.17986961
100% Corpus,7,0.01,0.31,0.261860938,-8.218002669
100% Corpus,7,0.01,0.61,0.33148121,-8.263834459
100% Corpus,7,0.01,0.91,0.392949464,-8.283659057
100% Corpus,7,0.01,symmetric,0.265996279,-8.246505484
100% Corpus,7,0.31,0.01,0.266294365,-12.45709125
100% Corpus,7,0.31,0.31,0.259778231,-8.232337121
100% Corpus,7,0.31,0.61,0.297126311,-8.27406438
100% Corpus,7,0.31,0.91,0.370260193,-8.308000934
100% Corpus,7,0.31,symmetric,0.260856418,-8.253659557
100% Corpus,7,0.61,0.01,0.266806672,-12.17014192
100% Corpus,7,0.61,0.31,0.26236313,-8.250092085
100% Corpus,7,0.61,0.61,0.288433609,-8.292803696
100% Corpus,7,0.61,0.91,0.376556638,-8.328299152
100% Corpus,7,0.61,symmetric,0.267216256,-8.261682344
100% Corpus,7,0.91,0.01,0.26726739,-12.19675871
100% Corpus,7,0.91,0.31,0.267292121,-8.261173031
100% Corpus,7,0.91,0.61,0.274004617,-8.308833039
100% Corpus,7,0.91,0.91,0.370000179,-8.344566076
100% Corpus,7,0.91,symmetric,0.265985698,-8.276740768
100% Corpus,7,symmetric,0.01,0.26650666,-12.14640489
100% Corpus,7,symmetric,0.31,0.259185602,-8.222161576
100% Corpus,7,symmetric,0.61,0.301047479,-8.26190433
100% Corpus,7,symmetric,0.91,0.386659952,-8.294102442
100% Corpus,7,symmetric,symmetric,0.261988524,-8.2467022
100% Corpus,7,asymmetric,0.01,0.266015332,-12.76176056
100% Corpus,7,asymmetric,0.31,0.263497675,-8.216601924
100% Corpus,7,asymmetric,0.61,0.326347782,-8.252094391
100% Corpus,7,asymmetric,0.91,0.386618394,-8.288078642
100% Corpus,7,asymmetric,symmetric,0.261764445,-8.245035951
100% Corpus,8,0.01,0.01,0.263572197,-12.00801054
100% Corpus,8,0.01,0.31,0.259876178,-8.218082949
100% Corpus,8,0.01,0.61,0.323316666,-8.257430603
100% Corpus,8,0.01,0.91,0.374123463,-8.286915956
100% Corpus,8,0.01,symmetric,0.26343103,-8.303894747
100% Corpus,8,0.31,0.01,0.268800005,-12.14688639
100% Corpus,8,0.31,0.31,0.266272771,-8.23572737
100% Corpus,8,0.31,0.61,0.33875862,-8.280567652
100% Corpus,8,0.31,0.91,0.393010477,-8.310556421
100% Corpus,8,0.31,symmetric,0.26353726,-8.30912901
100% Corpus,8,0.61,0.01,0.266161258,-12.18152733
100% Corpus,8,0.61,0.31,0.261271464,-8.255786796
100% Corpus,8,0.61,0.61,0.328152153,-8.300433937
100% Corpus,8,0.61,0.91,0.411118982,-8.333439937
100% Corpus,8,0.61,symmetric,0.265173303,-8.317467199
100% Corpus,8,0.91,0.01,0.26662243,-12.23065536
100% Corpus,8,0.91,0.31,0.260354041,-8.271824248
100% Corpus,8,0.91,0.61,0.296706229,-8.320002224
100% Corpus,8,0.91,0.91,0.401646681,-8.349942425
100% Corpus,8,0.91,symmetric,0.266969317,-8.329442604
100% Corpus,8,symmetric,0.01,0.267082233,-12.12495301
100% Corpus,8,symmetric,0.31,0.264677662,-8.225590962
100% Corpus,8,symmetric,0.61,0.346074152,-8.262361591
100% Corpus,8,symmetric,0.91,0.375164979,-8.298067025
100% Corpus,8,symmetric,symmetric,0.26231309,-8.299864352
100% Corpus,8,asymmetric,0.01,0.263192015,-12.12852945
100% Corpus,8,asymmetric,0.31,0.265911093,-8.214392601
100% Corpus,8,asymmetric,0.61,0.348096336,-8.256034344
100% Corpus,8,asymmetric,0.91,0.357625862,-8.289756632
100% Corpus,8,asymmetric,symmetric,0.265825584,-8.306748003
100% Corpus,9,0.01,0.01,0.264821844,-12.14031835
100% Corpus,9,0.01,0.31,0.259342061,-8.218948902
100% Corpus,9,0.01,0.61,0.410137765,-8.255035807
100% Corpus,9,0.01,0.91,0.431351004,-8.281112221
100% Corpus,9,0.01,symmetric,0.254769937,-8.377830595
100% Corpus,9,0.31,0.01,0.262242308,-12.1468774
100% Corpus,9,0.31,0.31,0.257089022,-8.242828842
100% Corpus,9,0.31,0.61,0.402985705,-8.284972191
100% Corpus,9,0.31,0.91,0.411639795,-8.314290797
100% Corpus,9,0.31,symmetric,0.262828627,-8.396855932
100% Corpus,9,0.61,0.01,0.263287916,-12.47357237
100% Corpus,9,0.61,0.31,0.255507123,-8.264288637
100% Corpus,9,0.61,0.61,0.370229196,-8.307709959
100% Corpus,9,0.61,0.91,0.431734487,-8.338075379
100% Corpus,9,0.61,symmetric,0.262324271,-8.398564493
100% Corpus,9,0.91,0.01,0.266673063,-12.21338001
100% Corpus,9,0.91,0.31,0.259909333,-8.281925787
100% Corpus,9,0.91,0.61,0.33867827,-8.32757369
100% Corpus,9,0.91,0.91,0.44277743,-8.361146936
100% Corpus,9,0.91,symmetric,0.263226207,-8.406261395
100% Corpus,9,symmetric,0.01,0.267848153,-12.44440759
100% Corpus,9,symmetric,0.31,0.250897404,-8.224959095
100% Corpus,9,symmetric,0.61,0.393460635,-8.26421424
100% Corpus,9,symmetric,0.91,0.439345736,-8.291929771
100% Corpus,9,symmetric,symmetric,0.264365844,-8.384590204
100% Corpus,9,asymmetric,0.01,0.263789459,-12.17830259
100% Corpus,9,asymmetric,0.31,0.270184465,-8.215102302
100% Corpus,9,asymmetric,0.61,0.410073036,-8.257891691
100% Corpus,9,asymmetric,0.91,0.452883692,-8.288822804
100% Corpus,9,asymmetric,symmetric,0.257434073,-8.38887425
100% Corpus,10,0.01,0.01,0.265928662,-11.96941746
100% Corpus,10,0.01,0.31,0.277352898,-8.218735622
100% Corpus,10,0.01,0.61,0.366737078,-8.256040954
100% Corpus,10,0.01,0.91,0.433169095,-8.274982533
100% Corpus,10,0.01,symmetric,0.258544994,-8.492792201
100% Corpus,10,0.31,0.01,0.263657055,-12.16227517
100% Corpus,10,0.31,0.31,0.281840244,-8.246729662
100% Corpus,10,0.31,0.61,0.366349196,-8.290814512
100% Corpus,10,0.31,0.91,0.407508995,-8.315449083
100% Corpus,10,0.31,symmetric,0.262528768,-8.497750543
100% Corpus,10,0.61,0.01,0.267367745,-12.54041063
100% Corpus,10,0.61,0.31,0.280806957,-8.272927903
100% Corpus,10,0.61,0.61,0.333189176,-8.324548751
100% Corpus,10,0.61,0.91,0.429315134,-8.3500306
100% Corpus,10,0.61,symmetric,0.266278152,-8.481597633
100% Corpus,10,0.91,0.01,0.268717011,-12.82759468
100% Corpus,10,0.91,0.31,0.267267721,-8.292815476
100% Corpus,10,0.91,0.61,0.337220684,-8.350410728
100% Corpus,10,0.91,0.91,0.426125608,-8.378161204
100% Corpus,10,0.91,symmetric,0.265784128,-8.507340685
100% Corpus,10,symmetric,0.01,0.263675042,-12.116616
100% Corpus,10,symmetric,0.31,0.275804116,-8.22167908
100% Corpus,10,symmetric,0.61,0.339353766,-8.269301643
100% Corpus,10,symmetric,0.91,0.391032846,-8.288472366
100% Corpus,10,symmetric,symmetric,0.261698403,-8.442146929
100% Corpus,10,asymmetric,0.01,0.264720345,-11.89131798
100% Corpus,10,asymmetric,0.31,0.2792742,-8.211802799
100% Corpus,10,asymmetric,0.61,0.387700831,-8.251438183
100% Corpus,10,asymmetric,0.91,0.431596663,-8.284709894
100% Corpus,10,asymmetric,symmetric,0.261361652,-8.463198173
100% Corpus,11,0.01,0.01,0.262929534,-11.92751945
100% Corpus,11,0.01,0.31,0.316053673,-8.214800992
100% Corpus,11,0.01,0.61,0.384381647,-8.252110498
100% Corpus,11,0.01,0.91,0.437411495,-8.296028556
100% Corpus,11,0.01,symmetric,0.266147359,-8.533834688
100% Corpus,11,0.31,0.01,0.264376636,-12.12837872
100% Corpus,11,0.31,0.31,0.319686126,-8.248232235
100% Corpus,11,0.31,0.61,0.369087573,-8.293239946
100% Corpus,11,0.31,0.91,0.421694895,-8.335380246
100% Corpus,11,0.31,symmetric,0.259956939,-8.549083162
100% Corpus,11,0.61,0.01,0.266126384,-12.01900862
100% Corpus,11,0.61,0.31,0.28720674,-8.277925354
100% Corpus,11,0.61,0.61,0.380969485,-8.323653003
100% Corpus,11,0.61,0.91,0.469426907,-8.36001841
100% Corpus,11,0.61,symmetric,0.260892435,-8.578498834
100% Corpus,11,0.91,0.01,0.267540275,-12.06131016
100% Corpus,11,0.91,0.31,0.271767149,-8.309712873
100% Corpus,11,0.91,0.61,0.390238021,-8.360453341
100% Corpus,11,0.91,0.91,0.451643003,-8.386762886
100% Corpus,11,0.91,symmetric,0.263703551,-8.572554494
100% Corpus,11,symmetric,0.01,0.264747195,-12.11035483
100% Corpus,11,symmetric,0.31,0.316637194,-8.221124599
100% Corpus,11,symmetric,0.61,0.357180091,-8.263618698
100% Corpus,11,symmetric,0.91,0.416751365,-8.302993899
100% Corpus,11,symmetric,symmetric,0.264095206,-8.530165634
100% Corpus,11,asymmetric,0.01,0.267360094,-12.38186075
100% Corpus,11,asymmetric,0.31,0.325217973,-8.224395407
100% Corpus,11,asymmetric,0.61,0.38846712,-8.268688252
100% Corpus,11,asymmetric,0.91,0.436373369,-8.285606206
100% Corpus,11,asymmetric,symmetric,0.264188504,-8.540682951
100% Corpus,12,0.01,0.01,0.266089057,-12.79504069
100% Corpus,12,0.01,0.31,0.340521479,-8.212197002
100% Corpus,12,0.01,0.61,0.42770419,-8.252484666
100% Corpus,12,0.01,0.91,0.430658404,-8.287073786
100% Corpus,12,0.01,symmetric,0.261378274,-8.617601986
100% Corpus,12,0.31,0.01,0.264995643,-12.20639327
100% Corpus,12,0.31,0.31,0.346097147,-8.250747993
100% Corpus,12,0.31,0.61,0.385272014,-8.301646392
100% Corpus,12,0.31,0.91,0.433137115,-8.33294757
100% Corpus,12,0.31,symmetric,0.260031128,-8.604661066
100% Corpus,12,0.61,0.01,0.266308717,-12.02968099
100% Corpus,12,0.61,0.31,0.284222087,-8.294971579
100% Corpus,12,0.61,0.61,0.384235028,-8.33063014
100% Corpus,12,0.61,0.91,0.435822859,-8.365782511
100% Corpus,12,0.61,symmetric,0.267084462,-8.68128673
100% Corpus,12,0.91,0.01,0.266312331,-12.14922396
100% Corpus,12,0.91,0.31,0.281823098,-8.30663779
100% Corpus,12,0.91,0.61,0.403119672,-8.358252176
100% Corpus,12,0.91,0.91,0.42170778,-8.404586751
100% Corpus,12,0.91,symmetric,0.267067889,-8.684408952
100% Corpus,12,symmetric,0.01,0.263142448,-12.129044
100% Corpus,12,symmetric,0.31,0.327556967,-8.221129227
100% Corpus,12,symmetric,0.61,0.423521984,-8.261511027
100% Corpus,12,symmetric,0.91,0.416567397,-8.296452958
100% Corpus,12,symmetric,symmetric,0.258281441,-8.615306633
100% Corpus,12,asymmetric,0.01,0.263499335,-11.90062203
100% Corpus,12,asymmetric,0.31,0.345519729,-8.222324415
100% Corpus,12,asymmetric,0.61,0.399442497,-8.264499445
100% Corpus,12,asymmetric,0.91,0.429042103,-8.285911982
100% Corpus,12,asymmetric,symmetric,0.25815298,-8.615975911
100% Corpus,13,0.01,0.01,0.267487535,-12.18998443
100% Corpus,13,0.01,0.31,0.345513863,-8.219698899
100% Corpus,13,0.01,0.61,0.435277349,-8.260734669
100% Corpus,13,0.01,0.91,0.459211878,-8.287477817
100% Corpus,13,0.01,symmetric,0.262824835,-8.569738998
100% Corpus,13,0.31,0.01,0.266603477,-11.92006823
100% Corpus,13,0.31,0.31,0.351734695,-8.256848991
100% Corpus,13,0.31,0.61,0.41220332,-8.31399063
100% Corpus,13,0.31,0.91,0.41135402,-8.347097544
100% Corpus,13,0.31,symmetric,0.276600451,-8.649573733
100% Corpus,13,0.61,0.01,0.269501627,-12.05325814
100% Corpus,13,0.61,0.31,0.300631255,-8.295440045
100% Corpus,13,0.61,0.61,0.453769075,-8.34066541
100% Corpus,13,0.61,0.91,0.424821056,-8.376575873
100% Corpus,13,0.61,symmetric,0.26135266,-8.671511988
100% Corpus,13,0.91,0.01,0.267764146,-12.18655936
100% Corpus,13,0.91,0.31,0.295252464,-8.31719439
100% Corpus,13,0.91,0.61,0.418248845,-8.3695043
100% Corpus,13,0.91,0.91,0.421102372,-8.410814667
100% Corpus,13,0.91,symmetric,0.266180568,-8.699909465
100% Corpus,13,symmetric,0.01,0.268435618,-12.08777728
100% Corpus,13,symmetric,0.31,0.323529487,-8.226654772
100% Corpus,13,symmetric,0.61,0.425262836,-8.266438298
100% Corpus,13,symmetric,0.91,0.421062557,-8.297987267
100% Corpus,13,symmetric,symmetric,0.272838224,-8.657175542
100% Corpus,13,asymmetric,0.01,0.267616678,-11.86873592
100% Corpus,13,asymmetric,0.31,0.32649818,-8.226081174
100% Corpus,13,asymmetric,0.61,0.420433741,-8.266876798
100% Corpus,13,asymmetric,0.91,0.407702852,-8.284915705
100% Corpus,13,asymmetric,symmetric,0.262360748,-8.629204051
100% Corpus,14,0.01,0.01,0.263708904,-12.18528804
100% Corpus,14,0.01,0.31,0.3635769,-8.216451924
100% Corpus,14,0.01,0.61,0.453116586,-8.25517654
100% Corpus,14,0.01,0.91,0.451397786,-8.285134894
100% Corpus,14,0.01,symmetric,0.2608494,-8.665296641
100% Corpus,14,0.31,0.01,0.26312664,-12.17048358
100% Corpus,14,0.31,0.31,0.355945575,-8.262392979
100% Corpus,14,0.31,0.61,0.396001071,-8.310730976
100% Corpus,14,0.31,0.91,0.458225077,-8.340706317
100% Corpus,14,0.31,symmetric,0.254988903,-8.685653639
100% Corpus,14,0.61,0.01,0.263438284,-12.0946466
100% Corpus,14,0.61,0.31,0.341370386,-8.300617304
100% Corpus,14,0.61,0.61,0.420481524,-8.345839701
100% Corpus,14,0.61,0.91,0.44617175,-8.381341816
100% Corpus,14,0.61,symmetric,0.249663278,-8.734170968
100% Corpus,14,0.91,0.01,0.270802306,-12.38972429
100% Corpus,14,0.91,0.31,0.309807704,-8.329397631
100% Corpus,14,0.91,0.61,0.413541076,-8.379671506
100% Corpus,14,0.91,0.91,0.446966607,-8.416849024
100% Corpus,14,0.91,symmetric,0.262844381,-8.748669067
100% Corpus,14,symmetric,0.01,0.266335658,-11.86275654
100% Corpus,14,symmetric,0.31,0.348499793,-8.235402856
100% Corpus,14,symmetric,0.61,0.455419645,-8.261794856
100% Corpus,14,symmetric,0.91,0.449633153,-8.30701159
100% Corpus,14,symmetric,symmetric,0.258417043,-8.690776796
100% Corpus,14,asymmetric,0.01,0.263578758,-12.11230582
100% Corpus,14,asymmetric,0.31,0.354834134,-8.224290305
100% Corpus,14,asymmetric,0.61,0.399601549,-8.266930495
100% Corpus,14,asymmetric,0.91,0.398376948,-8.285697351
100% Corpus,14,asymmetric,symmetric,0.260744861,-8.730012079
100% Corpus,15,0.01,0.01,0.260594862,-11.9451073
100% Corpus,15,0.01,0.31,0.36250077,-8.220457322
100% Corpus,15,0.01,0.61,0.423396705,-8.264489073
100% Corpus,15,0.01,0.91,0.411621162,-8.303261303
100% Corpus,15,0.01,symmetric,0.263777576,-8.735159231
100% Corpus,15,0.31,0.01,0.264348745,-11.76449537
100% Corpus,15,0.31,0.31,0.376873345,-8.268246702
100% Corpus,15,0.31,0.61,0.420159734,-8.317080235
100% Corpus,15,0.31,0.91,0.39592089,-8.36794629
100% Corpus,15,0.31,symmetric,0.261929396,-8.755620757
100% Corpus,15,0.61,0.01,0.264208269,-12.07478773
100% Corpus,15,0.61,0.31,0.363420222,-8.310814716
100% Corpus,15,0.61,0.61,0.43211183,-8.35878584
100% Corpus,15,0.61,0.91,0.390030196,-8.405046017
100% Corpus,15,0.61,symmetric,0.257921402,-8.74558807
100% Corpus,15,0.91,0.01,0.26827306,-12.18430199
100% Corpus,15,0.91,0.31,0.346748718,-8.336878743
100% Corpus,15,0.91,0.61,0.456167165,-8.391763308
100% Corpus,15,0.91,0.91,0.429387724,-8.437398638
100% Corpus,15,0.91,symmetric,0.265568606,-8.762758016
100% Corpus,15,symmetric,0.01,0.263890355,-11.89766029
100% Corpus,15,symmetric,0.31,0.341994104,-8.224020381
100% Corpus,15,symmetric,0.61,0.439962897,-8.274258048
100% Corpus,15,symmetric,0.91,0.399362675,-8.313235451
100% Corpus,15,symmetric,symmetric,0.259587818,-8.696848287
100% Corpus,15,asymmetric,0.01,0.270518348,-12.0983231
100% Corpus,15,asymmetric,0.31,0.3420538,-8.22435576
100% Corpus,15,asymmetric,0.61,0.413124228,-8.278245721
100% Corpus,15,asymmetric,0.91,0.434022022,-8.288968862
100% Corpus,15,asymmetric,symmetric,0.269437106,-8.693662699
100% Corpus,16,0.01,0.01,0.262430449,-12.11382949
100% Corpus,16,0.01,0.31,0.345974847,-8.233073689
100% Corpus,16,0.01,0.61,0.423472656,-8.267936236
100% Corpus,16,0.01,0.91,0.394245365,-8.286933156
100% Corpus,16,0.01,symmetric,0.264280488,-8.73254851
100% Corpus,16,0.31,0.01,0.258984983,-11.9819344
100% Corpus,16,0.31,0.31,0.346983572,-8.2721273
100% Corpus,16,0.31,0.61,0.415542514,-8.321595363
100% Corpus,16,0.31,0.91,0.380422202,-8.345971574
100% Corpus,16,0.31,symmetric,0.26048983,-8.795251351
100% Corpus,16,0.61,0.01,0.264011521,-12.27381751
100% Corpus,16,0.61,0.31,0.348794406,-8.312097743
100% Corpus,16,0.61,0.61,0.406983667,-8.367128866
100% Corpus,16,0.61,0.91,0.393285112,-8.393898949
100% Corpus,16,0.61,symmetric,0.263464649,-8.781282832
100% Corpus,16,0.91,0.01,0.270128864,-12.32087047
100% Corpus,16,0.91,0.31,0.321698604,-8.346351217
100% Corpus,16,0.91,0.61,0.3957816,-8.403673427
100% Corpus,16,0.91,0.91,0.391554407,-8.431548927
100% Corpus,16,0.91,symmetric,0.263524743,-8.836366458
100% Corpus,16,symmetric,0.01,0.266669361,-12.06927804
100% Corpus,16,symmetric,0.31,0.365780089,-8.225381588
100% Corpus,16,symmetric,0.61,0.415937417,-8.277667026
100% Corpus,16,symmetric,0.91,0.402137542,-8.293492288
100% Corpus,16,symmetric,symmetric,0.261233865,-8.737634025
100% Corpus,16,asymmetric,0.01,0.26253591,-12.37010987
100% Corpus,16,asymmetric,0.31,0.37402511,-8.2220852
100% Corpus,16,asymmetric,0.61,0.419961256,-8.26858212
100% Corpus,16,asymmetric,0.91,0.466876892,-8.287380534
100% Corpus,16,asymmetric,symmetric,0.254603716,-8.735387603
100% Corpus,17,0.01,0.01,0.26224642,-11.91711436
100% Corpus,17,0.01,0.31,0.350482739,-8.221603731
100% Corpus,17,0.01,0.61,0.401350923,-8.270366887
100% Corpus,17,0.01,0.91,0.434665363,-8.310690353
100% Corpus,17,0.01,symmetric,0.263471916,-8.806790787
100% Corpus,17,0.31,0.01,0.259803624,-11.94771693
100% Corpus,17,0.31,0.31,0.381398167,-8.279145364
100% Corpus,17,0.31,0.61,0.382875105,-8.330254657
100% Corpus,17,0.31,0.91,0.43741917,-8.38108784
100% Corpus,17,0.31,symmetric,0.257919603,-8.789393534
100% Corpus,17,0.61,0.01,0.264117129,-12.14094183
100% Corpus,17,0.61,0.31,0.378952469,-8.328719714
100% Corpus,17,0.61,0.61,0.401766559,-8.37718671
100% Corpus,17,0.61,0.91,0.403872522,-8.418928449
100% Corpus,17,0.61,symmetric,0.261551251,-8.81842498
100% Corpus,17,0.91,0.01,0.272410673,-12.50438256
100% Corpus,17,0.91,0.31,0.34706942,-8.35996916
100% Corpus,17,0.91,0.61,0.41427421,-8.414857833
100% Corpus,17,0.91,0.91,0.367693246,-8.443482846
100% Corpus,17,0.91,symmetric,0.26703654,-8.856598099
100% Corpus,17,symmetric,0.01,0.261225627,-11.86062882
100% Corpus,17,symmetric,0.31,0.357043119,-8.227075068
100% Corpus,17,symmetric,0.61,0.397652927,-8.283024171
100% Corpus,17,symmetric,0.91,0.388094199,-8.316296456
100% Corpus,17,symmetric,symmetric,0.262118287,-8.736279494
100% Corpus,17,asymmetric,0.01,0.262844717,-11.85633775
100% Corpus,17,asymmetric,0.31,0.356664074,-8.223400953
100% Corpus,17,asymmetric,0.61,0.378071611,-8.268016921
100% Corpus,17,asymmetric,0.91,0.42265403,-8.290723369
100% Corpus,17,asymmetric,symmetric,0.263834457,-8.762454578
100% Corpus,18,0.01,0.01,0.260971584,-11.95396059
100% Corpus,18,0.01,0.31,0.384677062,-8.225143406
100% Corpus,18,0.01,0.61,0.432888024,-8.269316149
100% Corpus,18,0.01,0.91,0.386901051,-8.306838168
100% Corpus,18,0.01,symmetric,0.263314263,-8.852034783
100% Corpus,18,0.31,0.01,0.267161973,-11.80491472
100% Corpus,18,0.31,0.31,0.36677799,-8.278185184
100% Corpus,18,0.31,0.61,0.405196231,-8.341194527
100% Corpus,18,0.31,0.91,0.412025358,-8.367383635
100% Corpus,18,0.31,symmetric,0.255981861,-8.842337591
100% Corpus,18,0.61,0.01,0.265093978,-12.15324469
100% Corpus,18,0.61,0.31,0.354340806,-8.326504494
100% Corpus,18,0.61,0.61,0.398347283,-8.3824701
100% Corpus,18,0.61,0.91,0.350342468,-8.411348789
100% Corpus,18,0.61,symmetric,0.255060509,-8.87202183
100% Corpus,18,0.91,0.01,0.26866056,-12.41216947
100% Corpus,18,0.91,0.31,0.341738481,-8.363473181
100% Corpus,18,0.91,0.61,0.397150734,-8.422014357
100% Corpus,18,0.91,0.91,0.35114819,-8.454518265
100% Corpus,18,0.91,symmetric,0.262896473,-8.897086168
100% Corpus,18,symmetric,0.01,0.265202847,-11.74703068
100% Corpus,18,symmetric,0.31,0.394628438,-8.22430945
100% Corpus,18,symmetric,0.61,0.423866608,-8.274880457
100% Corpus,18,symmetric,0.91,0.39334011,-8.318069112
100% Corpus,18,symmetric,symmetric,0.260749772,-8.807225783
100% Corpus,18,asymmetric,0.01,0.268963243,-12.05017447
100% Corpus,18,asymmetric,0.31,0.376092486,-8.22567339
100% Corpus,18,asymmetric,0.61,0.423423831,-8.265794283
100% Corpus,18,asymmetric,0.91,0.416736066,-8.290291498
100% Corpus,18,asymmetric,symmetric,0.263003932,-8.806320818
100% Corpus,19,0.01,0.01,0.254631587,-12.1238644
100% Corpus,19,0.01,0.31,0.403149215,-8.217071587
100% Corpus,19,0.01,0.61,0.434067165,-8.255139686
100% Corpus,19,0.01,0.91,0.435801553,-8.286582196
100% Corpus,19,0.01,symmetric,0.26367792,-8.885536575
100% Corpus,19,0.31,0.01,0.260641967,-12.02012034
100% Corpus,19,0.31,0.31,0.372100396,-8.282595213
100% Corpus,19,0.31,0.61,0.418767968,-8.331974739
100% Corpus,19,0.31,0.91,0.431211689,-8.361145916
